"letter_id";"child_name";"child_age";"city_id";"letter_date";"gift_id"
"117";"Руслан Логинов";"15";"49";"2024-11-15";"70"
"118";"Светлана Соболева";"13";"29";"2024-11-09";"78"
"119";"Маргарита Шестакова";"11";"43";"2024-11-13";"79"
"120";"Егор Логинов";"13";"2";"2024-11-21";"62"
"121";"Олег Орлов";"13";"29";"2024-11-05";"57"
"122";"Татьяна Савельева";"9";"16";"2024-11-22";"17"
"123";"Константин Литвинов";"13";"30";"2024-11-17";"51"
"124";"Руслан Лебедев";"6";"3";"2024-11-25";"19"
"125";"Елена Савельева";"10";"32";"2024-11-30";"61"
"126";"Татьяна Тимофеева";"6";"10";"2024-11-14";"36"
"127";"Алина Артамонова";"15";"45";"2024-11-05";"63"
"128";"Роман Ершов";"9";"26";"2024-11-03";"38"
"129";"Вера Пономарёва";"15";"34";"2024-11-14";"71"
"130";"Татьяна Романова";"4";"49";"2024-11-13";"11"
"131";"Маргарита Лукина";"7";"24";"2024-11-06";"50"
"132";"Илья Горбунов";"9";"36";"2024-11-02";"25"
"133";"Дарья Бондарева";"10";"20";"2024-11-20";"74"
"134";"Анна Бондарева";"12";"43";"2024-11-27";"81"
"135";"Дарья Малинина";"9";"41";"2024-11-19";"32"
"136";"Ксения Дьякова";"14";"7";"2024-11-16";"70"
"137";"Анастасия Морозовскийа";"12";"33";"2024-11-14";"86"
"138";"Руслан Орлов";"15";"47";"2024-11-28";"96"
"139";"Наталья Захарова";"8";"33";"2024-11-12";"25"
"140";"Константин Николаев";"4";"16";"2024-11-10";"7"
"141";"Виктория Калинина";"7";"3";"2024-11-29";"33"
"142";"Юлия Ефимова";"2";"20";"2024-11-17";"10"
"143";"Егор Романов";"5";"4";"2024-11-08";"13"
"144";"Мария Морозовскийа";"12";"34";"2024-11-04";"74"
"145";"Руслан Савин";"11";"15";"2024-11-16";"87"
"146";"Дмитрий Федоров";"9";"50";"2024-11-07";"37"
"147";"Полина Захарова";"8";"36";"2024-11-05";"36"
"148";"Мария Ефимова";"16";"1";"2024-11-30";"92"
"149";"Сергей Бондарев";"2";"37";"2024-11-19";"3"
"150";"Владислав Воробьев";"9";"36";"2024-11-11";"29"
"151";"Ирина Соболева";"14";"3";"2024-11-10";"69"
"152";"Алина Трофимова";"6";"32";"2024-11-22";"25"
"153";"Роман Малинин";"9";"13";"2024-11-03";"48"
"154";"Любовь Артамонова";"10";"2";"2024-11-10";"66"
"155";"Полина Лебедевскийа";"4";"41";"2024-11-18";"5"
"156";"Елена Захарова";"3";"49";"2024-11-01";"6"
"157";"Елена Тимофеева";"12";"3";"2024-11-05";"65"
"158";"Ксения Малинина";"9";"48";"2024-11-14";"18"
"159";"Любовь Калинина";"14";"15";"2024-11-01";"98"
"160";"Полина Бондарева";"10";"37";"2024-11-28";"51"
"161";"Любовь Трофимова";"7";"28";"2024-11-01";"44"
"162";"Константин Михайлов";"16";"16";"2024-11-25";"84"
"163";"Максим Лебедевский";"3";"28";"2024-11-13";"8"
"164";"Олег Воробьев";"8";"38";"2024-11-14";"44"
"165";"Елена Артамонова";"6";"43";"2024-11-18";"44"
"166";"Полина Шестакова";"5";"40";"2024-11-06";"8"
"167";"Никита Тимофеев";"8";"26";"2024-11-23";"25"
"168";"Сергей Ершов";"7";"36";"2024-11-25";"17"
"169";"Дмитрий Попов";"3";"48";"2024-11-11";"1"
"170";"Татьяна Лукина";"6";"23";"2024-11-10";"22"
"171";"Светлана Громова";"14";"44";"2024-11-27";"55"
"172";"Юлия Калинина";"10";"21";"2024-11-13";"54"
"173";"Мария Бабушкина";"13";"6";"2024-11-26";"100"
"174";"Юлия Суханова";"4";"27";"2024-11-23";"10"
"175";"Юлия Бабушкина";"13";"24";"2024-11-25";"52"
"176";"Сергей Громов";"14";"31";"2024-11-22";"76"
"177";"Леонид Романов";"12";"26";"2024-11-07";"81"
"178";"Виктор Михайлов";"6";"18";"2024-11-27";"19"
"179";"Елена Громова";"9";"21";"2024-11-22";"44"
"180";"Леонид Николаев";"3";"49";"2024-11-04";"3"
"181";"Анастасия Захарова";"3";"45";"2024-11-15";"14"
"182";"Татьяна Малинина";"12";"6";"2024-11-04";"60"
"183";"Евгения Суханова";"8";"49";"2024-11-15";"39"
"184";"Татьяна Горохова";"4";"32";"2024-11-27";"3"
"185";"Татьяна Лебедевскийа";"16";"31";"2024-11-28";"81"
"186";"Светлана Трофимова";"2";"7";"2024-11-09";"7"
"187";"Сергей Лебедев";"4";"7";"2024-11-19";"7"
"188";"Татьяна Бондарева";"15";"18";"2024-11-23";"78"
"189";"Роман Савин";"4";"17";"2024-11-14";"2"
"190";"Леонид Лебедев";"11";"18";"2024-11-15";"79"
"191";"Анна Горохова";"10";"16";"2024-11-16";"90"
"192";"Александр Тимофеев";"5";"31";"2024-11-07";"14"
"193";"Татьяна Трофимова";"3";"27";"2024-11-22";"12"
"194";"Ирина Громова";"4";"31";"2024-11-22";"10"
"195";"Даниил Крылов";"8";"25";"2024-11-02";"20"
"196";"Ксения Артамонова";"13";"20";"2024-11-04";"62"
"197";"Иван Морозов";"7";"37";"2024-11-22";"36"
"198";"Маргарита Савельева";"4";"27";"2024-11-21";"13"
"199";"Михаил Ершов";"3";"32";"2024-11-27";"13"
"200";"Никита Горохов";"3";"26";"2024-11-07";"8"
"201";"Евгения Бондарева";"5";"7";"2024-11-30";"10"
"202";"Анастасия Бабушкина";"15";"50";"2024-11-28";"71"
"203";"Максим Ершов";"12";"45";"2024-11-24";"96"
"204";"Анастасия Артамонова";"13";"21";"2024-11-27";"54"
"205";"Константин Новиков";"14";"24";"2024-11-19";"60"
"206";"Мария Савельева";"5";"37";"2024-11-04";"14"
"207";"Вера Куликова";"9";"9";"2024-11-09";"27"
"208";"Анна Калинина";"11";"19";"2024-11-18";"97"
"209";"Константин Логинов";"2";"41";"2024-11-17";"15"
"210";"Артем Логинов";"3";"35";"2024-11-25";"13"
"211";"Светлана Тимофеева";"15";"35";"2024-11-26";"94"
"212";"Светлана Соболева";"9";"32";"2024-11-17";"38"
"213";"Алина Калинина";"10";"28";"2024-11-05";"82"
"214";"Татьяна Лукина";"7";"7";"2024-11-24";"32"
"215";"Владимир Громов";"8";"34";"2024-11-08";"40"
"216";"Мария Громова";"12";"25";"2024-11-14";"59"
"217";"Роман Морозов";"7";"39";"2024-11-12";"40"
"218";"Анастасия Громова";"4";"30";"2024-11-06";"7"
"219";"Сергей Николаев";"4";"49";"2024-11-04";"11"
"220";"Даниил Логинов";"9";"39";"2024-11-02";"26"
"221";"Любовь Суханова";"15";"32";"2024-11-19";"68"
"222";"Сергей Соколов";"11";"35";"2024-11-27";"57"
"223";"Ирина Ефимова";"10";"50";"2024-11-05";"85"
"224";"Полина Морозовскийа";"7";"46";"2024-11-17";"29"
"225";"Андрей Тимофеев";"16";"33";"2024-11-14";"82"
"226";"Маргарита Суханова";"12";"28";"2024-11-27";"56"
"227";"Михаил Шестаков";"5";"8";"2024-11-17";"2"
"228";"Даниил Орлов";"2";"28";"2024-11-23";"9"
"229";"Михаил Романов";"16";"25";"2024-11-04";"63"
"230";"Егор Филиппов";"14";"32";"2024-11-05";"63"
"231";"Светлана Малинина";"12";"7";"2024-11-25";"64"
"232";"Константин Трофимов";"2";"13";"2024-11-08";"6"
"233";"Владислав Савельев";"7";"32";"2024-11-23";"28"
"234";"Руслан Николаев";"10";"7";"2024-11-16";"88"
"235";"Никита Малинин";"16";"39";"2024-11-25";"55"
"236";"Наталья Калинина";"16";"19";"2024-11-23";"53"
"237";"Полина Лебедевскийа";"10";"1";"2024-11-20";"66"
"238";"Наталья Дьякова";"7";"23";"2024-11-19";"50"
"239";"Владимир Горбунов";"10";"22";"2024-11-02";"84"
"240";"Леонид Зимин";"7";"47";"2024-11-09";"32"
"241";"Наталья Артамонова";"5";"8";"2024-11-09";"14"
"242";"Максим Филиппов";"4";"5";"2024-11-20";"4"
"243";"Анна Артамонова";"6";"24";"2024-11-18";"41"
"244";"Татьяна Пономарёва";"4";"16";"2024-11-12";"10"
"245";"Андрей Орлов";"9";"24";"2024-11-10";"28"
"246";"Ксения Савина";"13";"20";"2024-11-28";"64"
"247";"Андрей Малинин";"5";"19";"2024-11-26";"4"
"248";"Виктория Захарова";"6";"32";"2024-11-14";"47"
"249";"Мария Горохова";"12";"25";"2024-11-21";"86"
"250";"Леонид Морозовский";"13";"33";"2024-11-13";"83"
"251";"Елена Пономарёва";"12";"32";"2024-11-29";"93"
"252";"Мария Артамонова";"8";"47";"2024-11-05";"20"
"253";"Михаил Тимофеев";"10";"23";"2024-11-18";"78"
"254";"Ксения Трофимова";"14";"34";"2024-11-15";"61"
"255";"Евгения Савельева";"6";"45";"2024-11-24";"17"
"256";"Максим Бондарев";"7";"45";"2024-11-18";"41"
"257";"Роман Петров";"9";"16";"2024-11-22";"33"
"258";"Павел Пономарёв";"16";"21";"2024-11-12";"60"
"259";"Юлия Бондарева";"4";"16";"2024-11-27";"14"
"260";"Юлия Калинина";"16";"42";"2024-11-30";"100"
"261";"Олег Попов";"6";"27";"2024-11-13";"34"
"262";"Любовь Куликова";"3";"42";"2024-11-18";"2"
"263";"Дмитрий Михайлов";"11";"2";"2024-11-08";"83"
"264";"Александр Смирнов";"5";"5";"2024-11-04";"14"
"265";"Дарья Суханова";"13";"22";"2024-11-18";"94"
"266";"Анна Тимофеева";"7";"33";"2024-11-14";"28"
"267";"Алина Пономарёва";"9";"21";"2024-11-11";"34"
"268";"Татьяна Бабушкина";"7";"31";"2024-11-12";"50"
"269";"Ольга Малинина";"8";"41";"2024-11-15";"27"
"270";"Ирина Малинина";"11";"37";"2024-11-13";"57"
"271";"Алина Шестакова";"3";"28";"2024-11-06";"15"
"272";"Анастасия Морозовскийа";"11";"30";"2024-11-17";"74"
"273";"Наталья Суханова";"6";"33";"2024-11-22";"26"
"274";"Даниил Титов";"13";"34";"2024-11-21";"58"
"275";"Евгения Савельева";"14";"23";"2024-11-11";"72"
"276";"Никита Суханов";"12";"10";"2024-11-30";"52"
"277";"Юлия Пономарёва";"2";"16";"2024-11-23";"6"
"278";"Павел Савельев";"7";"10";"2024-11-07";"43"
"279";"Егор Романов";"2";"21";"2024-11-27";"15"
"280";"Ольга Суханова";"7";"16";"2024-11-23";"41"
"281";"Наталья Морозовскийа";"7";"23";"2024-11-30";"43"
"282";"Илья Филиппов";"9";"32";"2024-11-26";"37"
"283";"Павел Ефимов";"9";"16";"2024-11-24";"31"
"284";"Андрей Орлов";"16";"47";"2024-11-14";"80"
"285";"Михаил Зимин";"16";"7";"2024-11-09";"53"
"286";"Ксения Шестакова";"10";"39";"2024-11-07";"77"
"287";"Маргарита Лебедевскийа";"3";"34";"2024-11-29";"12"
"288";"Егор Артамонов";"11";"12";"2024-11-06";"92"
"289";"Юлия Савельева";"5";"7";"2024-11-29";"9"
"290";"Мария Артамонова";"14";"28";"2024-11-09";"85"
"291";"Алина Калинина";"16";"14";"2024-11-21";"53"
"292";"Евгения Захарова";"15";"47";"2024-11-28";"98"
"293";"Владислав Лукин";"15";"9";"2024-11-21";"99"
"294";"Юлия Пономарёва";"5";"8";"2024-11-20";"14"
"295";"Олег Морозов";"5";"16";"2024-11-06";"15"
"296";"Екатерина Лукина";"6";"12";"2024-11-03";"44"
"297";"Юлия Калинина";"11";"8";"2024-11-29";"61"
"298";"Ольга Калинина";"8";"35";"2024-11-29";"27"
"299";"Юлия Артамонова";"10";"3";"2024-11-24";"91"
"300";"Павел Малинин";"3";"21";"2024-11-22";"3"
"301";"Татьяна Морозовскийа";"6";"43";"2024-11-07";"32"
"302";"Виктор Титов";"12";"27";"2024-11-19";"91"
"303";"Александр Бабушкин";"2";"19";"2024-11-09";"2"
"304";"Вера Дьякова";"8";"7";"2024-11-26";"49"
"305";"Артем Трофимов";"9";"25";"2024-11-21";"18"
"306";"Егор Мартынов";"11";"49";"2024-11-04";"69"
"307";"Сергей Горохов";"11";"21";"2024-11-20";"59"
"308";"Виктор Горбунов";"9";"38";"2024-11-21";"34"
"309";"Татьяна Ефимова";"7";"41";"2024-11-16";"22"
"310";"Вера Трофимова";"16";"11";"2024-11-23";"72"
"311";"Виктор Иванов";"8";"17";"2024-11-17";"45"
"312";"Ирина Малинина";"14";"36";"2024-11-20";"67"
"313";"Маргарита Дьякова";"14";"12";"2024-11-15";"54"
"314";"Наталья Артамонова";"15";"6";"2024-11-03";"71"
"315";"Леонид Иванов";"6";"19";"2024-11-22";"42"
"316";"Руслан Тимофеев";"14";"44";"2024-11-26";"73"
"317";"Светлана Лукина";"2";"7";"2024-11-22";"10"
"318";"Наталья Пономарёва";"2";"28";"2024-11-07";"2"
"319";"Анастасия Тимофеева";"12";"12";"2024-11-09";"65"
"320";"Роман Бабушкин";"2";"32";"2024-11-29";"5"
"321";"Ирина Лукина";"4";"39";"2024-11-14";"6"
"322";"Виктория Савельева";"10";"46";"2024-11-23";"59"
"323";"Роман Крылов";"8";"10";"2024-11-12";"34"
"324";"Олег Крылов";"16";"49";"2024-11-13";"84"
"325";"Екатерина Романова";"9";"3";"2024-11-22";"40"
"326";"Леонид Горохов";"7";"29";"2024-11-19";"22"
"327";"Леонид Новиков";"4";"43";"2024-11-03";"5"
"328";"Алина Ефимова";"16";"4";"2024-11-21";"51"
"329";"Михаил Горохов";"8";"7";"2024-11-19";"50"
"330";"Анна Громова";"13";"28";"2024-11-16";"81"
"331";"Даниил Степанов";"5";"7";"2024-11-05";"3"
"332";"Владислав Малинин";"8";"44";"2024-11-01";"26"
"333";"Никита Артамонов";"15";"33";"2024-11-15";"92"
"334";"Анна Шестакова";"2";"45";"2024-11-21";"14"
"335";"Татьяна Трофимова";"8";"47";"2024-11-02";"42"
"336";"Андрей Морозовский";"13";"25";"2024-11-30";"80"
"337";"Маргарита Горохова";"7";"11";"2024-11-06";"18"
"338";"Анна Куликова";"8";"32";"2024-11-18";"41"
"339";"Ольга Захарова";"12";"33";"2024-11-08";"86"
"340";"Егор Гаврилов";"4";"8";"2024-11-19";"12"
"341";"Екатерина Громова";"12";"14";"2024-11-28";"87"
"342";"Мария Савина";"13";"24";"2024-11-13";"84"
"343";"Мария Малинина";"9";"42";"2024-11-29";"18"
"344";"Михаил Соболев";"8";"9";"2024-11-12";"35"
"345";"Полина Савина";"5";"25";"2024-11-12";"9"
"346";"Юлия Савельева";"8";"43";"2024-11-01";"34"
"347";"Дмитрий Козлов";"16";"40";"2024-11-09";"90"
"348";"Никита Горбунов";"3";"21";"2024-11-02";"7"
"349";"Виктория Калинина";"15";"44";"2024-11-04";"95"
"350";"Виктор Малинин";"8";"6";"2024-11-18";"42"
"351";"Артем Захаров";"11";"29";"2024-11-09";"84"
"352";"Руслан Козлов";"2";"1";"2024-11-12";"13"
"353";"Роман Николаев";"9";"28";"2024-11-04";"40"
"354";"Полина Морозовскийа";"5";"20";"2024-11-08";"9"
"355";"Ольга Бабушкина";"8";"32";"2024-11-02";"44"
"356";"Ирина Морозовскийа";"10";"9";"2024-11-08";"93"
"357";"Дарья Лукина";"4";"22";"2024-11-21";"12"
"358";"Екатерина Пономарёва";"10";"15";"2024-11-24";"54"
"359";"Владимир Гаврилов";"5";"50";"2024-11-11";"8"
"360";"Светлана Романова";"13";"9";"2024-11-11";"62"
"361";"Ольга Малинина";"9";"35";"2024-11-16";"44"
"362";"Сергей Смирнов";"11";"20";"2024-11-05";"78"
"363";"Иван Литвинов";"12";"45";"2024-11-20";"57"
"364";"Артем Гаврилов";"9";"41";"2024-11-12";"48"
"365";"Владимир Трофимов";"2";"4";"2024-11-01";"11"
"366";"Дмитрий Михайлов";"12";"43";"2024-11-13";"60"
"367";"Мария Захарова";"13";"42";"2024-11-10";"64"
"368";"Вера Лебедевскийа";"15";"40";"2024-11-23";"96"
"369";"Егор Суханов";"5";"46";"2024-11-24";"12"
"370";"Анастасия Горохова";"5";"31";"2024-11-30";"2"
"371";"Полина Бондарева";"13";"13";"2024-11-29";"57"
"372";"Мария Громова";"10";"29";"2024-11-25";"62"
"373";"Ольга Бабушкина";"6";"23";"2024-11-04";"38"
"374";"Алина Горохова";"7";"2";"2024-11-18";"27"
"375";"Ирина Суханова";"14";"23";"2024-11-07";"62"
"376";"Артем Крылов";"13";"26";"2024-11-18";"96"
"377";"Светлана Трофимова";"16";"32";"2024-11-29";"78"
"378";"Елена Шестакова";"14";"20";"2024-11-09";"51"
"379";"Дмитрий Ершов";"16";"20";"2024-11-18";"56"
"380";"Мария Трофимова";"7";"25";"2024-11-08";"47"
"381";"Екатерина Пономарёва";"2";"23";"2024-11-08";"7"
"382";"Александр Ершов";"11";"37";"2024-11-23";"82"
"383";"Максим Романов";"3";"45";"2024-11-25";"15"
"384";"Максим Морозовский";"14";"35";"2024-11-21";"78"
"385";"Евгения Калинина";"14";"49";"2024-11-12";"82"
"386";"Владимир Иванов";"11";"21";"2024-11-06";"84"
"387";"Александр Морозов";"15";"11";"2024-11-24";"61"
"388";"Татьяна Шестакова";"12";"22";"2024-11-07";"67"
"389";"Наталья Артамонова";"2";"41";"2024-11-12";"8"
"390";"Егор Логинов";"5";"10";"2024-11-17";"10"
"391";"Любовь Малинина";"3";"8";"2024-11-15";"11"
"392";"Алина Пономарёва";"4";"47";"2024-11-14";"6"
"393";"Анастасия Бабушкина";"14";"24";"2024-11-09";"94"
"394";"Егор Дьяков";"12";"44";"2024-11-20";"57"
"395";"Татьяна Горохова";"11";"48";"2024-11-17";"89"
"396";"Виктор Савин";"15";"38";"2024-11-18";"61"
"397";"Полина Суханова";"5";"34";"2024-11-29";"8"
"398";"Павел Лебедев";"13";"50";"2024-11-07";"68"
"399";"Татьяна Соболева";"8";"30";"2024-11-15";"17"
"400";"Михаил Попов";"2";"19";"2024-11-24";"6"
"401";"Руслан Соколов";"16";"21";"2024-11-14";"56"
"402";"Анна Лукина";"13";"28";"2024-11-05";"99"
"403";"Ксения Романова";"14";"5";"2024-11-08";"72"
"404";"Дарья Суханова";"10";"45";"2024-11-29";"89"
"405";"Ирина Савина";"12";"35";"2024-11-08";"73"
"406";"Максим Куликов";"2";"44";"2024-11-21";"1"
"407";"Дмитрий Лебедевский";"7";"44";"2024-11-07";"43"
"408";"Руслан Федоров";"12";"37";"2024-11-29";"75"
"409";"Дарья Савина";"14";"25";"2024-11-15";"70"
"410";"Татьяна Савина";"11";"41";"2024-11-26";"66"
"411";"Виктория Калинина";"7";"36";"2024-11-25";"39"
"412";"Олег Смирнов";"14";"38";"2024-11-07";"57"
"413";"Полина Калинина";"8";"44";"2024-11-30";"36"
"414";"Илья Соловьев";"12";"43";"2024-11-29";"72"
"415";"Светлана Лукина";"3";"15";"2024-11-03";"6"
"416";"Владислав Трофимов";"15";"2";"2024-11-27";"84"
"417";"Михаил Михайлов";"4";"46";"2024-11-20";"14"
"418";"Полина Суханова";"13";"25";"2024-11-08";"59"
"419";"Руслан Лукин";"16";"29";"2024-11-26";"97"
"420";"Михаил Михайлов";"14";"46";"2024-11-30";"71"
"421";"Маргарита Калинина";"15";"50";"2024-11-18";"96"
"422";"Виктория Бондарева";"6";"18";"2024-11-13";"30"
"423";"Артем Артамонов";"12";"16";"2024-11-12";"87"
"424";"Леонид Лебедевский";"14";"24";"2024-11-23";"76"
"425";"Максим Лукин";"16";"4";"2024-11-07";"87"
"426";"Полина Бабушкина";"2";"24";"2024-11-06";"14"
"427";"Иван Степанов";"13";"13";"2024-11-16";"66"
"428";"Владимир Федоров";"4";"19";"2024-11-23";"6"
"429";"Константин Дьяков";"14";"9";"2024-11-16";"58"
"430";"Виктор Захаров";"11";"4";"2024-11-19";"79"
"431";"Наталья Ефимова";"3";"10";"2024-11-27";"6"
"432";"Дарья Дьякова";"6";"11";"2024-11-13";"42"
"433";"Мария Тимофеева";"9";"46";"2024-11-09";"40"
"434";"Егор Куликов";"12";"47";"2024-11-01";"78"
"435";"Ирина Романова";"13";"46";"2024-11-29";"91"
"436";"Иван Николаев";"5";"16";"2024-11-12";"5"
"437";"Виктория Громова";"7";"26";"2024-11-07";"32"
"438";"Михаил Федоров";"5";"44";"2024-11-07";"14"
"439";"Никита Титов";"3";"26";"2024-11-03";"15"
"440";"Роман Соколов";"10";"3";"2024-11-19";"68"
"441";"Артем Дьяков";"16";"5";"2024-11-16";"57"
"442";"Елена Малинина";"8";"43";"2024-11-25";"36"
"443";"Андрей Савин";"13";"41";"2024-11-01";"67"
"444";"Екатерина Лебедевскийа";"9";"37";"2024-11-17";"45"
"445";"Илья Литвинов";"6";"31";"2024-11-30";"35"
